category,true_label,pred_label,confidence,text_len_words,text
FP,0,1,0.9691,11,maybe ? a black iphone would match my black purse though
TP,1,1,0.8066,8,i play jazz piano in a band .
FN,1,0,0.2596,17,"wow . that's too bad . i don't have kids . i have brothers , twins ."
TP,1,1,0.5064,7,"i am from socal , yourself ?"
FP,0,1,0.8969,7,"oh , i enjoy flying airplanes ."
TP,1,1,0.5249,13,"i work at the mall , so i'm close to the venue ."
TP,1,1,0.9469,7,well i like sherlock holmes and others
FP,0,1,0.5869,15,we have a kenyan sand boa . its really cute . that's too cool !
FP,0,1,0.7553,17,"usually i do , once i went to texas with a friend . how about you ?"
FP,0,1,0.7125,13,what do you do for a living ? i proofread for hallmark .
TP,1,1,0.8285,13,"i enjoy being a red head , what color is your hair ?"
FP,0,1,0.8374,10,"really , i also like listening to music especially country"
TP,1,1,0.7084,5,i love to larp .
FN,1,0,0.3877,18,"i am with you i am a big nature nut , i love kayaking ! do you ?"
FN,1,0,0.1917,16,"basically , all i need to do now is adopt a dog and i'm set ."
FP,0,1,0.8485,6,you can milk anything with nipples
TP,1,1,0.8231,11,they are to me too . i'm a dental assistant .
FP,0,1,0.5174,7,"hello friend , how is it going"
TP,1,1,0.6556,18,"i want to try drugs , but i don't know where to buy them , do you ?"
TP,1,1,0.5248,14,"i'm a bit of a science fiction nerd , but historical books are interesting"
TP,1,1,0.7753,9,"i am great thanks , do like boating ?"
TP,1,1,0.8564,6,i live on a boat .
TP,1,1,0.8253,5,i miss my dad .
TN,0,0,0.366,9,www true and sorry to hear your confined .
TN,0,0,0.4174,17,"sadly my parents were drunks and we did not see eye to eye , and thank you"
TP,1,1,0.8735,12,my brother is in a metal band and travels the world .
TP,1,1,0.7656,4,i am married .
TP,1,1,0.6536,15,"yes , i am going to university of michigan . what year are you ?"
FN,1,0,0.2608,4,i'm sorry about that
FP,0,1,0.8307,8,i read all the time . bu ?
TN,0,0,0.3893,10,i'd say so . i bake alot of pies .
TP,1,1,0.7506,10,yes i do but mostly vegetarians because i'm one too
TP,1,1,0.7622,12,i am good but my shoulders hurt . what about you ?
TP,1,1,0.5681,10,"interesting , i'm a struggling artist and part time tutor"
TP,1,1,0.9035,9,i have ink stains on all my shirts .
TP,1,1,0.7124,11,i do . i'm very tech savvy how about yourself ?
FP,0,1,0.7597,14,dive off cliffs into the ocean . what do you like to do ?
TP,1,1,0.9155,10,"i write , but i want to be an actress"
FP,0,1,0.842,13,1 of each ! what part of texas do you live in ?
FP,0,1,0.8339,9,i teach japanese to children and just got done
TN,0,0,0.1927,7,you should take a vacation out here
TP,1,1,0.5699,18,laguna beach . take a lot of ocean pics on my cell phone or and cat pics .
FP,0,1,0.8376,9,when my cats don't hog it all . day
TN,0,0,0.2712,11,awesome . . . nothing like filling your mind with literature
FP,0,1,0.8483,14,i just got back from the london college of fashion in the uk .
TP,1,1,0.7658,7,i am primarily a meat eater .
FP,0,1,0.6748,15,thriller was a great album . it always has me dancing in my boots .
TP,1,1,0.5343,18,i like to sit and just chill out . because my two nephews can be a handful .
TP,1,1,0.8342,18,"i like to do ink artwork of dragons , but i keep getting it on my shirts ."
TP,1,1,0.7797,10,"i love all rap , do you do other stuff"
FP,0,1,0.5803,11,"wow , four sisters . just watching game of thrones ."
FP,0,1,0.7994,7,what do you do for work ?
TP,1,1,0.9288,11,i want to go to one but i am only 10
FN,1,0,0.1957,15,"uh thanks , i'm sure i do too lol . do you have any hobbies"
TP,1,1,0.9071,4,i am chubby .
FN,1,0,0.4168,14,i'm a personal chef for a family of 4 . what about you ?
TP,1,1,0.8565,7,i like going to the beach .
FP,0,1,0.5234,13,it is so cool i've some courses college courses that i m thinking
TP,1,1,0.8477,4,i'm an insurance salesman
FP,0,1,0.5096,12,well this will be exciting . do not forget your passport .
TP,1,1,0.7792,14,ah . i'm really old but my kids visit me all the time .
FN,1,0,0.4402,11,i'm a researcher i'm researching the fact that mermaids are real
TP,1,1,0.642,7,i'm good . how about yourself ?
FP,0,1,0.8079,7,like playing the witch part ? lol
FP,0,1,0.5205,9,oh no i hope she finds relief soon .
TP,1,1,0.5108,12,coolness . i love being one with nature and being savage .
FP,0,1,0.8322,11,he ate all his food and now will not stop barking
FP,0,1,0.8839,13,"yes , coach cheerleading . i used to be one in high school"
FP,0,1,0.795,8,did you put any cheese on it ?
TP,1,1,0.7098,13,do you have any hobbies ? i like to ready and go cycling
FP,0,1,0.6491,8,you better not make any spelling mistakes .
TP,1,1,0.7541,5,i love the beach .
FP,0,1,0.9438,6,i would have to say bagels
FN,1,0,0.397,14,as good as can be expected . i'm pregnant for the first time .
FP,0,1,0.898,8,have you seen any great movies lately ?
TP,1,1,0.9365,6,i don t eat meat .
FN,1,0,0.3702,7,running is my way to relax .
TP,1,1,0.7834,8,i like watching movies with my wife .
TP,1,1,0.5596,18,i love to travel and read . i have been to ireland and australia and love both .
TP,1,1,0.8247,8,lady gaga is my current favorite singer .
TN,0,0,0.4408,10,"very good , just went for a nice run ."
TP,1,1,0.8483,15,"very rarely , i'm happy when we do . i like to paint sports cars"
FN,1,0,0.4694,16,maybe i can borrow something as i am packing to visit my dad in china .
TN,0,0,0.434,16,lol your spelling error made me giggle . i just love boating so florida is great
TN,0,0,0.4672,9,"hey , there . how are you today ?"
FP,0,1,0.5999,8,nice ! do you have any children ?
TP,1,1,0.845,14,when i'm not working i play basket ball what do you do for fun
FP,0,1,0.7109,10,i really love the beach and cooking italian food !
FP,0,1,0.7884,13,i wish i could get rid of my social anxiety . . .
FP,0,1,0.8521,7,nice ! do you love books ?
FN,1,0,0.1429,9,i'm alright . i just got done writing .
TP,1,1,0.8379,10,oh do you like to swim ? i love singing
TP,1,1,0.8914,11,i am going to school to get my bachelors degree .
FP,0,1,0.8895,10,no still in school work at pizza hut part time
TP,1,1,0.649,14,hi wow i like comic books too . i don't collect them tho .
FP,0,1,0.7424,15,only two months ! i actually have to take them for a walk right now
FN,1,0,0.433,4,i'm doing very well
FP,0,1,0.51,5,tell me more about yourself
TN,0,0,0.2596,17,"ooh that's super awesome ! just eating some organic kale right now , only organic for me"
FN,1,0,0.2589,11,i do not have good vision lol youre so positive !
TN,0,0,0.2779,6,how are you doing today ?
FN,1,0,0.212,20,yes . absolutely . my girlfriend helps me scavenge cool art things i think i need to marry her .
FP,0,1,0.6907,8,what did they do that disappointed you ?
TP,1,1,0.8078,11,not much of a tv guy since i am always traveling
FP,0,1,0.5414,17,"a different kind of designer then , fun . i enjoy working out , do you ?"
FP,0,1,0.6402,9,"oh no , my parents would kill me haha"
FP,0,1,0.8113,11,did you catch him ? will you let him out ?
FP,0,1,0.651,16,iphone for me . have you heard all the bad news about samsung this year ?
TN,0,0,0.412,8,hahahahaha . i laugh in your face !
TP,1,1,0.832,7,i work at a smoothie shop .
TP,1,1,0.9223,8,pasta is my favorite and it is cheap
TP,1,1,0.7866,14,i love nature and it keeps my mind off things . do you travel
FP,0,1,0.7683,17,"you should at least try to go up in a plane , it is a blast ."
TP,1,1,0.9187,11,"still in highschool , hope to because astronaut when i'm older"
TN,0,0,0.4241,15,doing good ! just finished my day of work . how are you doing ?
TP,1,1,0.9356,4,i'm in college .
FP,0,1,0.5256,5,hi how are you tonight
TP,1,1,0.8169,12,hi i am great just finishing up some homework how are you
FN,1,0,0.4537,11,i don't remember haha . i'm a bit forgetful like that
TN,0,0,0.4795,16,i've never been there but i've heard it rains a lot . is this true ?
TP,1,1,0.7122,8,i have a wife and two kids .
TN,0,0,0.087,17,hmm that seems a little too simple for me . we need to make giant changes !
TN,0,0,0.1202,16,aww those dogs are beautiful . i take my boat out or go to the beach
TP,1,1,0.7043,5,pudding makes me gassy .
FP,0,1,0.6069,8,my day is not going too great .
TP,1,1,0.8376,9,i love going to concerts and dancing hard .
TN,0,0,0.3101,16,cool hobby . i enjoy winter . i read a lot when it is cold .
FN,1,0,0.4487,15,i used to train football players ! now i just ride my bike for excercise
FP,0,1,0.7699,16,yes i did . one of my mothers taught me how ! she's a great cook
TP,1,1,0.5216,12,really ? i'm scared of horror novels my imagination is vivid !
TN,0,0,0.4135,16,shhh . . . they can hear us . i do not need new friends !
TP,1,1,0.886,10,wheres that ? is there a good restaurant there ?
TP,1,1,0.6433,18,"a famous one , milk makes me sick , are you allergic to it , i am ."
FN,1,0,0.473,18,it is so crazy there . my whole family and i left . i have a huge family
FP,0,1,0.9354,8,"no , i wear low cut socks ."
TP,1,1,0.6515,5,i am a youtuber .
FP,0,1,0.7289,5,sure if they requested them
FP,0,1,0.6466,14,i hope to eventually . what do you like to do for fun ?
TP,1,1,0.7324,8,i read every night . horror stories !
TP,1,1,0.9083,8,"insane clown posse , i love there shows"
TN,0,0,0.3295,13,i see . thanks for the chat . nachos call my name .
TN,0,0,0.1848,20,"well , we have bought the house she grew up in , and she stays home with the kids ."
FP,0,1,0.8785,6,have you ever traveled before ?
FP,0,1,0.9243,10,although i do not like to work super long hours
FP,0,1,0.6486,12,about to smash some pretzels . can't get enough of them .
TN,0,0,0.4508,14,great idea ! love staying up late so i could do that even tonight
TN,0,0,0.4602,7,they seem to be very nice .
FP,0,1,0.6769,8,hello how is life treating you today ?
FP,0,1,0.547,13,"yes they are , oh wow your first ? boy or girl ?"
TN,0,0,0.2266,14,oh great . and you help me select the right music to always play
FP,0,1,0.8771,14,"we all live in a yellow submarine , a yellow submarine . morning !"
TP,1,1,0.793,8,my best friend is my dog allie .
TP,1,1,0.7628,8,i want to get a truck one day
TP,1,1,0.7729,12,"i'm bill , and i grew up in the state of alabama"
TN,0,0,0.1262,12,"yes , yes you are . not all are as fortunate ."
TP,1,1,0.5362,13,when do you run ? i like being busy in the morning .
TP,1,1,0.7078,15,do you like animals ? ? cats and dogs are my fav i love them
TP,1,1,0.702,13,what do you like to read ? i like rock alternative music .
TP,1,1,0.8456,9,i work part time at a pizza restaurant .
FP,0,1,0.5001,10,"that is funny , cool , what your fav food"
TP,1,1,0.9055,5,i was born in june
FP,0,1,0.7654,15,no . kiddos are into sports . soccer mom here . how about you ?
FP,0,1,0.7024,8,"that's cute , i fish a lot ."
FP,0,1,0.6899,12,"my mother is an attorney , she used to be the da"
TP,1,1,0.6521,12,i'm hoping to move to australia soon to marry my boyfriend .
TP,1,1,0.871,6,i m allergic to milk .
TP,1,1,0.8396,5,i am a fisherman mainly
FP,0,1,0.5603,5,hello how are u tonight
FP,0,1,0.8616,7,how many dogs do you have ?
FN,1,0,0.3868,8,my wife stays home with our kids .
FP,0,1,0.5512,9,that is good . do you volunteer there ?
TN,0,0,0.482,11,do you have a family ? never got to know mine
TP,1,1,0.9308,5,my number is 42 .
FP,0,1,0.8518,13,"a bomber , it is awesome . do you want to take lessons"
FP,0,1,0.5267,7,funny i mean i know that much
TP,1,1,0.7566,9,i am not afraid of what others think .
TP,1,1,0.7835,5,i love to dance .
FP,0,1,0.5615,14,nice ! wish i could go anywhere ! i've been confined to a bed
FP,0,1,0.7582,12,"oh neat , i went there once pre katrina . beautiful city"
FP,0,1,0.8295,8,skiing in the winter is one of mine
TN,0,0,0.4795,5,hi good and you ?
FP,0,1,0.5459,11,oh ok . i hope to be teach 2nd grade soon
FN,1,0,0.4988,10,"hello , i am well , how are you ?"
FP,0,1,0.6277,14,nice . maybe a future hockey player to . i use to play .
FP,0,1,0.7068,9,would you like to move to san francisco ?
FN,1,0,0.131,17,wonderful . i've a big slice of chocolate cake and i am ready to dig in !
TP,1,1,0.9667,4,i fly airplanes .
TP,1,1,0.5326,10,that is cat like . wow i am confused .
FP,0,1,0.9278,5,yeah do you eat meat
TP,1,1,0.5943,7,i am great how are you ?
FN,1,0,0.3126,11,"i do too , are you a man or woman ?"
TN,0,0,0.3852,7,great ! how about with you ?
TP,1,1,0.8432,6,i work for a magazine .
TP,1,1,0.8614,5,i like listening to music
TN,0,0,0.4327,6,hey how are you today ?
TN,0,0,0.3184,8,you have plenty of space for them .
FP,0,1,0.7003,7,cool . chocolate is his favorite .
TP,1,1,0.8296,14,my dog like the night air he just lay on the porch at night
TP,1,1,0.8194,7,i do this mostly and watch football
TN,0,0,0.3938,11,"good , i just finished swimming , how about you ?"
TN,0,0,0.1132,16,that's epic ! me and my four sisters would totally do the same thing ! !
FP,0,1,0.6101,14,from your mouth to gods ear . that trophy needs to come home .
FP,0,1,0.629,13,"i've never driven , so no drive thus , my dog died recently"
TP,1,1,0.9548,5,i m really short .
TP,1,1,0.578,11,"hello , how are you tonight ? i'm a blonde ."
FP,0,1,0.7521,13,just 2 years . my boss at my bookkeeping job got me started
TP,1,1,0.6814,7,i am in sales . you ?
FN,1,0,0.4395,17,haha . i have a girlfriend . she's the best . she helped me dye it .
FN,1,0,0.445,9,"i love in hawaii , its beautiful here !"
FN,1,0,0.3549,10,i am in florida but i am orginally from china
TP,1,1,0.9553,9,i am going to be the starting shortstop .
TP,1,1,0.8242,6,i love dogs and cats .
FP,0,1,0.5991,20,"its okay . pays the bills . tried to get to the nfl , but it did not happen ."
FP,0,1,0.527,8,me either . we could go together !
TP,1,1,0.6057,17,well i'm into black everything . so at least it wouldn't show on my black carpet .
TN,0,0,0.1021,10,that would be amazing . have you been before ?
TN,0,0,0.2896,6,that's ok everything in moderation !
TP,1,1,0.9283,12,i have a friend named james who secretly rules the world .
TP,1,1,0.8305,6,i work as a bartender .
FN,1,0,0.4169,16,is that your favorite ? i am so tired i am expecting my first child .
TP,1,1,0.9289,5,i am a lumberjack .
FP,0,1,0.9028,10,hello ! what is your favorite thing to eat ?
FP,0,1,0.666,12,while singing in the shower i took my findings to the lab
TP,1,1,0.9501,6,i live in a house .
TN,0,0,0.485,11,"thanks , eating ice cream always make me feel better ."
FP,0,1,0.9289,10,"oh , that's weird . how do you hunt ?"
TP,1,1,0.8549,6,i am a cat person .
TP,1,1,0.856,4,i love children .
TN,0,0,0.3629,7,"you as well , stay safe !"
TP,1,1,0.7429,8,oh that makes swimming hard ? i'm sorry
TP,1,1,0.9238,2,i'm hungry
FP,0,1,0.7177,12,probably dragons . com it was such a long time ago .
TP,1,1,0.8774,6,i love living in texas .
TN,0,0,0.4702,11,great ! i had won an award for spelling bee .
FP,0,1,0.5676,10,you should . so what do you look like ?
TP,1,1,0.8896,5,i have brown hair .
FP,0,1,0.7557,12,i route for the greenway packers because my favorite color is green
FP,0,1,0.8618,11,good riddance . any sports ? i've done karate for years
TP,1,1,0.742,10,i'm sorry . is he allergic to shellfish too ?
FP,0,1,0.7503,8,once i lived where i should have died
FP,0,1,0.5329,13,that is also really cool . i was interested in that during college
TN,0,0,0.0779,17,"no problem . well , it definitely sounds more interesting than my real estate office job ."
FN,1,0,0.439,17,"i am worried about the situation in florida . the hurricane , its terrible , you know"
TP,1,1,0.6515,6,i still live at home .
TP,1,1,0.7286,6,i got married last year .
FN,1,0,0.1135,16,that is great . car needs love too . i work as a graphic designer .
TP,1,1,0.7111,14,"i love to laugh ! ! ! and hike and bike , too ."
TN,0,0,0.428,11,wow that's cool are ou a twin too or just them
FP,0,1,0.9542,16,"my folks don't like it . i dislike my parents , but adore my job ."
TP,1,1,0.81,7,my father was born in australia .
FN,1,0,0.3209,11,i'm more of a cat person than a dog person .
FN,1,0,0.4886,7,i am also a famous character online
FP,0,1,0.526,14,that's great . i fish in my free time and enjoy a good burger
FP,0,1,0.8504,15,madonna is my first favorite . do you go to a lot of concerts ?
FP,0,1,0.7816,7,what else would you try to do
FP,0,1,0.6472,10,hi how are you doing let us get friendly .
TP,1,1,0.5886,17,"i work as a teacher so the money is not much , but i like it ."
TP,1,1,0.7242,6,i love chocolate milk shakes .
FP,0,1,0.8933,12,japanese is a hard language to learn . do you like sports
FP,0,1,0.8337,11,i got to go work at the movie theater today .
FP,0,1,0.5753,8,that's cool my mom does the same thing
FP,0,1,0.6836,14,make sure you keep your roots covered ! the beach is so pretty .
FP,0,1,0.6477,3,that's old school
TP,1,1,0.7984,7,i have a cat named speckles .
TP,1,1,0.8385,6,i m scared of clowns .
FP,0,1,0.8289,13,my friend james rules the world in secret and feeds me pudding .
FN,1,0,0.4932,10,i'm going well ! just turned my hair pink !
TP,1,1,0.6309,10,i have a son myself . kids are fun .
FP,0,1,0.6017,7,i don't have fish around here .
FP,0,1,0.5498,16,that's neat . when i was in high school i placed 6th in 100m dash !
FN,1,0,0.3999,21,"hi , i live in houston tx ; its flooded right now , but makes me think of the ocean ."
FP,0,1,0.7418,6,what else do you enjoy ?
TP,1,1,0.7388,7,i use to own 6 cats .
TP,1,1,0.7682,9,i'm the ultimate . the alpha and the omega
TP,1,1,0.6793,15,i am ! for my hobby i like to do canning or some whittling .
TP,1,1,0.8265,5,i own a boat .
TP,1,1,0.9055,5,i love hot wings .
TN,0,0,0.3559,16,me either i spend most of my time out in the wood cutting down trees .
FN,1,0,0.2753,16,if i have time outside of hunting and remodeling homes . which is not much !
FP,0,1,0.6511,9,yea we don't live in a very good neighborhood
FP,0,1,0.815,7,what is your secret that you have
TP,1,1,0.7253,9,i ride my red bike to work everyday .
FP,0,1,0.8807,10,but i can cook really good i enjoy it .
TP,1,1,0.947,3,i'm young .
FN,1,0,0.2834,16,i am doing well . wedding planning . yay ! 6 more months . you ?
FP,0,1,0.8318,14,"my 2 children love that show , but i would rather be out hunting"
TN,0,0,0.2009,17,"that is great . i can sing , but cooking . . . not my specialty ."
TN,0,0,0.3543,14,oh awesome ! well you guys are all set ! are you married ?
FP,0,1,0.8577,6,is it far far away ?
TP,1,1,0.733,13,are you vera ? i love library shopping . we aren't alone .
TP,1,1,0.7437,10,i recently discovered a new love for indian food .
TP,1,1,0.8578,15,"yes , it is a book series by isaac asimov about human like robots ."
TP,1,1,0.9206,6,i never knew my dad .
FP,0,1,0.6514,17,i dress steampunk . my girl and my older brother run around the city like that .
FP,0,1,0.9063,7,"tokyo , my best friend lives there"
TP,1,1,0.9031,7,my parents recently moved to florida .
TN,0,0,0.4975,11,"those are really yummy too , but not my favorite ."
TP,1,1,0.9328,6,i do not understand anything .
TP,1,1,0.8144,20,"at night , i party hard in the atlanta club scene , and i never miss a music festival ."
TP,1,1,0.7379,12,that is a very interesting hobby . i like office supplies .
TP,1,1,0.7144,7,i have an anaconda and a python
FN,1,0,0.1349,17,hi . doing well . sleeping off a girls night out . apple martinis are awesome .
FP,0,1,0.8853,13,i hear you . maybe if we play the stock market well .
FP,0,1,0.9166,8,that's really sweet how old is he ?
TP,1,1,0.8829,16,my favorite book i have read twice is twilight . i like old games too .
FN,1,0,0.4753,16,"hello ! how are you ? i'm about to have pizza , i'm excited ! !"
TP,1,1,0.842,16,i do not read books much just sheet music . i want to be a singer
TP,1,1,0.6357,17,no i am scared of needles . i just got the iphone but a later model .
TP,1,1,0.7373,13,i also enjoy other rap artists too . i like them also .
FP,0,1,0.7769,15,i m good i m going to going to my private school high school later
TP,1,1,0.5159,9,oh that's great i like to spend time drawing
TP,1,1,0.6666,14,"what is your ethnicity ? i'm white , and my hair is brown ."
TP,1,1,0.6215,8,how is you night going so far ?
TP,1,1,0.905,9,i like the tv show the walking dead .
TN,0,0,0.3607,18,do you have any dreams ? i hope to compete professionally or qualify for an event one day
TP,1,1,0.874,5,i do not drive .
FP,0,1,0.9004,12,oh just let them drive . they love my rock stations .
TP,1,1,0.8023,16,i play it in my freetime . i'm an aspiring singer so hoping to become famous
TN,0,0,0.3324,13,very cool . thanks for the chat . have a great day .
TP,1,1,0.7937,19,i do not . but i do have a favorite meat since that is all i eat exclusively .
TN,0,0,0.3925,16,"oh , she works for the man . two by two , hands of blue ?"
TP,1,1,0.748,6,i make videos about makeup .
FP,0,1,0.6016,11,"if i had him , i'd play soccer with him ."
TP,1,1,0.9418,4,i teach kindergarten .
TP,1,1,0.8916,9,"i like that , also . all pizza ."
TP,1,1,0.635,13,i do ! i am only on season 3 so far though .
TP,1,1,0.8499,8,i love chocolate cake with extra frosting .
TP,1,1,0.6737,8,my suspenders sometimes make my shoulders hurt .
TN,0,0,0.3811,8,"hey , what are you up to ?"
FP,0,1,0.9295,6,i was writing to my grandchildren
FP,0,1,0.5797,16,lol definitely ! i just dyed my hair mermaid purple from free samples at my salon
TP,1,1,0.7569,11,never been there . i heard they are very friendly people
TP,1,1,0.7916,8,i am alright do you like music ?
TP,1,1,0.6309,10,of course . i love to listen to rock .
FN,1,0,0.1539,17,i am okay . i was prepping dinner and stopped to complete a couple of hits .
TP,1,1,0.8221,5,i've two siberian huskies .
TN,0,0,0.2476,14,that's so cool . how do you like to spend your free time ?
TP,1,1,0.8186,11,"me , i love dogs , so walking them is fun"
TN,0,0,0.4834,6,yeah i will during the holidays
FP,0,1,0.5173,11,"my wife showed me that , she makes me smile ."
TP,1,1,0.7083,10,i love to cook for my family and friends .
TP,1,1,0.8191,8,i'm max . i live in oregon .
FN,1,0,0.3907,15,everything ! i am actually manly . but i've a secret i am hiding .
TP,1,1,0.9532,5,i'm seven years old .
FP,0,1,0.9439,11,i've a black iphone . apple makes such fantastic products .
TP,1,1,0.9078,5,i like free diving .
TN,0,0,0.048,18,yessir . well i gotta go take care of my animals now so i will see ya later
TP,1,1,0.889,11,i am basically 22 and recently started eating indian food .
TP,1,1,0.7001,15,"it is my universe , and everyone else is just a character in it ."
TN,0,0,0.3862,8,good afternoon . how are you today ?
TN,0,0,0.3101,9,oh that takes a while better go soon .
FN,1,0,0.4448,15,"i love making boats in my spare time on weekends , what about you ?"
TP,1,1,0.8983,10,"hello my name is sally , i am a baker"
TP,1,1,0.8407,5,i like horseback riding .
FN,1,0,0.3877,13,"i'm good , getting ready to head to the bookstore where i work"
FP,0,1,0.9448,16,but sometimes i fly to them since my father is a pilot for a major airline
TP,1,1,0.8792,14,i bumped my head on a door frame because i'm 6 foot tall .
TP,1,1,0.7214,15,i agree and hopefully my kid likes horses . i have one named beauty .
FP,0,1,0.8859,5,what do you do ?
FN,1,0,0.4109,14,what are you up to today ? i'm going to the race track .
FP,0,1,0.607,13,sounds like a lot of work ! do they have any pets ?
FP,0,1,0.8689,8,hi there ! do you watch got ?
FP,0,1,0.7876,6,what job do you have ?
FP,0,1,0.6673,16,it was . it was so warm though that it melted my cheese i was eating
TP,1,1,0.8989,6,i love watching superheroes shows .
FN,1,0,0.3141,14,wow thanks for your service i am a trauma doctor at las vegas general
FP,0,1,0.5052,5,hey how are you doing
TP,1,1,0.7646,13,cat and dog makes a fun household . i am watching anime .
FP,0,1,0.8603,15,on a teacher salary and cop salary international travel can be out of the budget
TP,1,1,0.6089,10,hello . i'm jake . nice to meet you .
TP,1,1,0.9393,5,i am in college .
FN,1,0,0.0894,18,that is great . how old are you ? i am a woman and a little older .
TN,0,0,0.3787,12,maybe we can going fishing and i can cook for you .
TP,1,1,0.8407,13,"well not too much crime there , but a lot of people ."
TP,1,1,0.8333,14,"no , i'm home schooled i do not leave the house i live in"
FP,0,1,0.8688,11,parents can be a bummer . you live with them ?
TP,1,1,0.5083,5,my name is omar .
TP,1,1,0.8397,13,i am weird i like pineapple and ham on mine . pepperoni sometimes
TP,1,1,0.5071,12,i'm going to listen to some rock today how are you ?
TP,1,1,0.8156,5,i'm an aspiring singer .
TP,1,1,0.8965,9,my favorite pass time is gazing at clouds .
TP,1,1,0.7811,16,bobby and billie . i got them at the shelter i like to donate time to
TP,1,1,0.7416,9,i like to make boats on the weekends .
TP,1,1,0.8122,7,i working in a publishing building .
TN,0,0,0.4723,9,hey there bro . how is it going ?
FP,0,1,0.8397,12,"cool , i do not think my middle school had cheerleaders ."
TP,1,1,0.902,8,i eat lots of pancakes and syrup .
TP,1,1,0.5613,11,that's quite a trip i am saving to go to paris
FN,1,0,0.3882,13,i think so ! its hard to see where i am going sometimes
FN,1,0,0.4977,16,hello . i'm sad so i'm eating ice cream . what are you up to ?
FP,0,1,0.8277,8,ireland and australia are my go to places
TP,1,1,0.9336,5,i like to party .
FP,0,1,0.6536,8,lol really ? what was the joke ?
TN,0,0,0.1234,10,that is so nice ! i wish you luck .
TN,0,0,0.3355,14,"not much , just seen both my children off to school , you ?"
FN,1,0,0.4437,17,"of course . i hate to admit this , but i am a college drop out ."
FN,1,0,0.366,15,"hi , i'm doing good . just enjoying my favorite food , spaghetti and meatballs"
FP,0,1,0.6582,10,"lol , oh i see , taught you own it"
FP,0,1,0.8182,9,were u the coach or more of an assistant
FP,0,1,0.7305,12,but all i wanted to be really is have my own band
TN,0,0,0.4138,15,"the revelation came to me in the shower yes , what is your name ?"
TP,1,1,0.8475,8,sometimes i volunteer at an urban farm .
FP,0,1,0.5004,11,that's a neat name . read any good books lately ?
TN,0,0,0.4608,16,"oh okay , totally . so do i , but i get paid for it ."
FN,1,0,0.3691,8,i'm doing well . how are you ?
TP,1,1,0.8556,5,i love iced tea .
FN,1,0,0.339,19,"do you have time to eat enough , being so busy ? i love to eat . clot ."
TN,0,0,0.4651,11,i agree . what do you do for a living ?
TP,1,1,0.8582,18,he recently just wrote a book on time travel . mostly fiction . where do you live ?
TP,1,1,0.8558,11,"when i've nothing else to do , i read books ."
FP,0,1,0.6608,14,live . moved there about ten years ago for a computer tech job .
FP,0,1,0.6494,15,well if the pudding tastes good and james can handle you . . . .
TP,1,1,0.8414,14,"i cut down trees very fast , because i have a large ax ."
TP,1,1,0.8661,8,i prefer mojitos . watermelon or cucumber .
FP,0,1,0.5381,6,pretty good just got off work
FP,0,1,0.8777,9,"very nice , any sports that you play ?"
FP,0,1,0.8103,11,"san francisco , lots of nice hills to go running on"
FN,1,0,0.0868,19,accident . so i just stay in bed . good thing i work from home ! . you ?
FP,0,1,0.5041,9,"very nice , how did you do that ?"
FN,1,0,0.2494,19,"lol . i am shy , anything to break the ice , and i am a beatles fan ."
FN,1,0,0.4376,13,i am from the united states i live in jersey and you ?
TP,1,1,0.6204,11,i am great thanks . do you have a nickname ?
TP,1,1,0.8485,7,i come from a small town .
TP,1,1,0.9294,7,i work at a comic book store
TP,1,1,0.8426,4,i'm a vegetarian .
TP,1,1,0.861,7,i still live with my parents .
FP,0,1,0.8519,14,"i personally like any eat or pasta , keep me away from veggies though"
FN,1,0,0.486,20,"for sure ! do you have any other hobbies ? i am in a jazz band , i play piano"
FP,0,1,0.8105,6,oh no why is that ?
TP,1,1,0.5236,11,"me too , i work at the bank in my neighborhood"
FP,0,1,0.6419,10,exercise is great . i get my exercise by partying
FN,1,0,0.488,9,i am good and i hope you are too
FP,0,1,0.8435,5,are you from japan ?
FP,0,1,0.7681,16,that is amazing what kind of snakes are they ? we have one in our class
TP,1,1,0.9754,8,i go to a private high school .
TP,1,1,0.501,17,"i am a member of four book clubs , the pta , and two bunch groups ."
FP,0,1,0.8997,12,i was refering to bears and i drive to go get sunfish
TN,0,0,0.2233,18,ugh i wish . my wedding is in 6 months . ferrari has to wait . . .
TP,1,1,0.9027,5,i like to watch kids
TP,1,1,0.9186,10,some really prolific comic book writers i collect those too
TP,1,1,0.7109,12,"i'm sitting here listening to pearl jam , my favorite band ."
FP,0,1,0.5911,17,i did too . i do not get along with mine . they have no class .
TP,1,1,0.5406,14,i play the drums every now and again too . what is larp ?
TP,1,1,0.8269,5,i like my job .
FP,0,1,0.9054,11,"i wanna go to the city one day , never been"
FP,0,1,0.6246,13,the only thing i've is my dog his name is won won lol
FP,0,1,0.7514,10,i understand that . my church has a pantry .
TN,0,0,0.3126,14,i'd if i could but i got to watch jimmy fallon its my fav
TP,1,1,0.8817,7,i'm a nurse who teaches nutrition classes
TP,1,1,0.8492,10,i have not heard of those . science based ?
FN,1,0,0.4002,13,"i'd not know , i have never been out of the us ."
TP,1,1,0.7197,14,i love red . i also like to jog in my free time .
FP,0,1,0.5445,12,that is nice my boss at the grocery store is nice too
TP,1,1,0.7717,13,what do you do for a living ? i am in texas .
FP,0,1,0.7636,6,what are you studying there ?
FP,0,1,0.8807,6,what city are you from ?
