category,true_label,pred_label,confidence,text_len_words,text
FP,0,1,0.5645,11,"no , my hobby is collecting autographs i've over 2000 !"
FP,0,1,0.9397,11,maybe ? a black iphone would match my black purse though
TP,1,1,0.7901,8,i play jazz piano in a band .
FN,1,0,0.3417,17,"wow . that's too bad . i don't have kids . i have brothers , twins ."
TP,1,1,0.6423,7,"i am from socal , yourself ?"
FP,0,1,0.8776,7,"oh , i enjoy flying airplanes ."
FN,1,0,0.4366,13,"i work at the mall , so i'm close to the venue ."
TP,1,1,0.9161,7,well i like sherlock holmes and others
FP,0,1,0.6486,15,we have a kenyan sand boa . its really cute . that's too cool !
FP,0,1,0.7542,17,"usually i do , once i went to texas with a friend . how about you ?"
FP,0,1,0.7314,13,what do you do for a living ? i proofread for hallmark .
TP,1,1,0.7456,13,"i enjoy being a red head , what color is your hair ?"
FP,0,1,0.7988,10,"really , i also like listening to music especially country"
TP,1,1,0.6245,5,i love to larp .
FN,1,0,0.4388,18,"i am with you i am a big nature nut , i love kayaking ! do you ?"
FN,1,0,0.2156,16,"basically , all i need to do now is adopt a dog and i'm set ."
FP,0,1,0.7885,6,you can milk anything with nipples
TP,1,1,0.7403,11,they are to me too . i'm a dental assistant .
FP,0,1,0.5339,7,"hello friend , how is it going"
TP,1,1,0.5922,18,"i want to try drugs , but i don't know where to buy them , do you ?"
FN,1,0,0.4774,14,"i'm a bit of a science fiction nerd , but historical books are interesting"
TP,1,1,0.7539,9,"i am great thanks , do like boating ?"
TP,1,1,0.8174,6,i live on a boat .
TP,1,1,0.7299,5,i miss my dad .
TN,0,0,0.4466,9,www true and sorry to hear your confined .
TN,0,0,0.3773,17,"sadly my parents were drunks and we did not see eye to eye , and thank you"
TP,1,1,0.8169,12,my brother is in a metal band and travels the world .
TP,1,1,0.7751,4,i am married .
TP,1,1,0.7808,15,"yes , i am going to university of michigan . what year are you ?"
FN,1,0,0.2169,4,i'm sorry about that
FP,0,1,0.8001,8,i read all the time . bu ?
TN,0,0,0.3484,10,i'd say so . i bake alot of pies .
TP,1,1,0.743,10,yes i do but mostly vegetarians because i'm one too
TP,1,1,0.7647,12,i am good but my shoulders hurt . what about you ?
TP,1,1,0.6191,10,"interesting , i'm a struggling artist and part time tutor"
TP,1,1,0.8788,9,i have ink stains on all my shirts .
TP,1,1,0.7371,11,i do . i'm very tech savvy how about yourself ?
FP,0,1,0.6879,14,dive off cliffs into the ocean . what do you like to do ?
TP,1,1,0.8898,10,"i write , but i want to be an actress"
FP,0,1,0.8522,13,1 of each ! what part of texas do you live in ?
FP,0,1,0.8294,9,i teach japanese to children and just got done
TN,0,0,0.3248,7,you should take a vacation out here
TP,1,1,0.6778,18,laguna beach . take a lot of ocean pics on my cell phone or and cat pics .
FP,0,1,0.7876,9,when my cats don't hog it all . day
TN,0,0,0.2558,11,awesome . . . nothing like filling your mind with literature
FP,0,1,0.8048,14,i just got back from the london college of fashion in the uk .
TP,1,1,0.7988,7,i am primarily a meat eater .
FP,0,1,0.6271,15,thriller was a great album . it always has me dancing in my boots .
FN,1,0,0.3517,18,i like to sit and just chill out . because my two nephews can be a handful .
TP,1,1,0.8347,18,"i like to do ink artwork of dragons , but i keep getting it on my shirts ."
TP,1,1,0.7157,10,"i love all rap , do you do other stuff"
FP,0,1,0.6037,11,"wow , four sisters . just watching game of thrones ."
FP,0,1,0.8009,7,what do you do for work ?
TP,1,1,0.9002,11,i want to go to one but i am only 10
FN,1,0,0.2704,15,"uh thanks , i'm sure i do too lol . do you have any hobbies"
TP,1,1,0.8902,4,i am chubby .
FN,1,0,0.464,14,i'm a personal chef for a family of 4 . what about you ?
TP,1,1,0.8326,7,i like going to the beach .
FP,0,1,0.5159,13,it is so cool i've some courses college courses that i m thinking
TP,1,1,0.8564,4,i'm an insurance salesman
FP,0,1,0.5838,12,well this will be exciting . do not forget your passport .
TP,1,1,0.6957,14,ah . i'm really old but my kids visit me all the time .
FN,1,0,0.4787,11,i'm a researcher i'm researching the fact that mermaids are real
TP,1,1,0.7163,7,i'm good . how about yourself ?
FP,0,1,0.7616,7,like playing the witch part ? lol
FP,0,1,0.5559,9,oh no i hope she finds relief soon .
TP,1,1,0.697,12,coolness . i love being one with nature and being savage .
FP,0,1,0.7625,11,he ate all his food and now will not stop barking
FP,0,1,0.8302,13,"yes , coach cheerleading . i used to be one in high school"
FP,0,1,0.7834,8,did you put any cheese on it ?
TP,1,1,0.728,13,do you have any hobbies ? i like to ready and go cycling
FP,0,1,0.7607,8,you better not make any spelling mistakes .
TP,1,1,0.7282,5,i love the beach .
FP,0,1,0.864,6,i would have to say bagels
FN,1,0,0.3348,14,as good as can be expected . i'm pregnant for the first time .
FP,0,1,0.8369,8,have you seen any great movies lately ?
TP,1,1,0.9205,6,i don t eat meat .
FN,1,0,0.4805,7,running is my way to relax .
TP,1,1,0.7746,8,i like watching movies with my wife .
TP,1,1,0.6751,18,i love to travel and read . i have been to ireland and australia and love both .
TP,1,1,0.6629,8,lady gaga is my current favorite singer .
TN,0,0,0.4887,10,"very good , just went for a nice run ."
TP,1,1,0.8693,15,"very rarely , i'm happy when we do . i like to paint sports cars"
TP,1,1,0.5126,16,maybe i can borrow something as i am packing to visit my dad in china .
FP,0,1,0.5737,16,lol your spelling error made me giggle . i just love boating so florida is great
FP,0,1,0.5841,9,"hey , there . how are you today ?"
FP,0,1,0.6829,8,nice ! do you have any children ?
TP,1,1,0.8131,14,when i'm not working i play basket ball what do you do for fun
FP,0,1,0.7069,10,i really love the beach and cooking italian food !
FP,0,1,0.739,13,i wish i could get rid of my social anxiety . . .
FP,0,1,0.8239,7,nice ! do you love books ?
FN,1,0,0.2384,9,i'm alright . i just got done writing .
TP,1,1,0.7929,10,oh do you like to swim ? i love singing
TP,1,1,0.8559,11,i am going to school to get my bachelors degree .
FP,0,1,0.8378,10,no still in school work at pizza hut part time
TP,1,1,0.7083,14,hi wow i like comic books too . i don't collect them tho .
FP,0,1,0.7558,15,only two months ! i actually have to take them for a walk right now
TP,1,1,0.5308,4,i'm doing very well
FP,0,1,0.6453,5,tell me more about yourself
TN,0,0,0.3448,17,"ooh that's super awesome ! just eating some organic kale right now , only organic for me"
FN,1,0,0.355,11,i do not have good vision lol youre so positive !
TN,0,0,0.4568,6,how are you doing today ?
FN,1,0,0.2891,20,yes . absolutely . my girlfriend helps me scavenge cool art things i think i need to marry her .
FP,0,1,0.6666,8,what did they do that disappointed you ?
TP,1,1,0.7918,11,not much of a tv guy since i am always traveling
FP,0,1,0.6248,17,"a different kind of designer then , fun . i enjoy working out , do you ?"
FP,0,1,0.7054,9,"oh no , my parents would kill me haha"
FP,0,1,0.7263,11,did you catch him ? will you let him out ?
FP,0,1,0.7357,16,iphone for me . have you heard all the bad news about samsung this year ?
TN,0,0,0.4205,8,hahahahaha . i laugh in your face !
TP,1,1,0.6701,7,i work at a smoothie shop .
TP,1,1,0.8783,8,pasta is my favorite and it is cheap
TP,1,1,0.79,14,i love nature and it keeps my mind off things . do you travel
FP,0,1,0.6415,17,"you should at least try to go up in a plane , it is a blast ."
TP,1,1,0.8989,11,"still in highschool , hope to because astronaut when i'm older"
TN,0,0,0.466,15,doing good ! just finished my day of work . how are you doing ?
TP,1,1,0.9082,4,i'm in college .
FP,0,1,0.5939,5,hi how are you tonight
TP,1,1,0.7819,12,hi i am great just finishing up some homework how are you
FN,1,0,0.3184,11,i don't remember haha . i'm a bit forgetful like that
TN,0,0,0.4505,16,i've never been there but i've heard it rains a lot . is this true ?
TP,1,1,0.7207,8,i have a wife and two kids .
TN,0,0,0.1039,17,hmm that seems a little too simple for me . we need to make giant changes !
TN,0,0,0.1821,16,aww those dogs are beautiful . i take my boat out or go to the beach
TP,1,1,0.7364,5,pudding makes me gassy .
FP,0,1,0.6574,8,my day is not going too great .
TP,1,1,0.7783,9,i love going to concerts and dancing hard .
TN,0,0,0.351,16,cool hobby . i enjoy winter . i read a lot when it is cold .
FN,1,0,0.4051,15,i used to train football players ! now i just ride my bike for excercise
FP,0,1,0.6933,16,yes i did . one of my mothers taught me how ! she's a great cook
FN,1,0,0.4824,12,really ? i'm scared of horror novels my imagination is vivid !
TN,0,0,0.2822,16,shhh . . . they can hear us . i do not need new friends !
TP,1,1,0.8585,10,wheres that ? is there a good restaurant there ?
FN,1,0,0.4563,18,"a famous one , milk makes me sick , are you allergic to it , i am ."
FN,1,0,0.4971,18,it is so crazy there . my whole family and i left . i have a huge family
FP,0,1,0.9302,8,"no , i wear low cut socks ."
TP,1,1,0.6459,5,i am a youtuber .
FP,0,1,0.734,5,sure if they requested them
FP,0,1,0.6368,14,i hope to eventually . what do you like to do for fun ?
TP,1,1,0.6742,8,i read every night . horror stories !
TP,1,1,0.8795,8,"insane clown posse , i love there shows"
TN,0,0,0.35,13,i see . thanks for the chat . nachos call my name .
TN,0,0,0.2742,20,"well , we have bought the house she grew up in , and she stays home with the kids ."
FP,0,1,0.812,6,have you ever traveled before ?
FP,0,1,0.8991,10,although i do not like to work super long hours
FP,0,1,0.6088,12,about to smash some pretzels . can't get enough of them .
FP,0,1,0.5225,14,great idea ! love staying up late so i could do that even tonight
TN,0,0,0.4268,7,they seem to be very nice .
FP,0,1,0.6794,8,hello how is life treating you today ?
FP,0,1,0.5435,13,"yes they are , oh wow your first ? boy or girl ?"
TN,0,0,0.2355,14,oh great . and you help me select the right music to always play
FP,0,1,0.8116,14,"we all live in a yellow submarine , a yellow submarine . morning !"
TP,1,1,0.7992,8,my best friend is my dog allie .
TP,1,1,0.769,8,i want to get a truck one day
TP,1,1,0.7628,12,"i'm bill , and i grew up in the state of alabama"
TN,0,0,0.2786,12,"yes , yes you are . not all are as fortunate ."
TP,1,1,0.587,13,when do you run ? i like being busy in the morning .
TP,1,1,0.6777,15,do you like animals ? ? cats and dogs are my fav i love them
TP,1,1,0.7254,13,what do you like to read ? i like rock alternative music .
TP,1,1,0.7781,9,i work part time at a pizza restaurant .
FP,0,1,0.5417,10,"that is funny , cool , what your fav food"
TP,1,1,0.8622,5,i was born in june
FP,0,1,0.7551,15,no . kiddos are into sports . soccer mom here . how about you ?
FP,0,1,0.7644,8,"that's cute , i fish a lot ."
FP,0,1,0.7233,12,"my mother is an attorney , she used to be the da"
TP,1,1,0.6838,12,i'm hoping to move to australia soon to marry my boyfriend .
TP,1,1,0.8288,6,i m allergic to milk .
TP,1,1,0.8441,5,i am a fisherman mainly
FP,0,1,0.6252,5,hello how are u tonight
FP,0,1,0.842,7,how many dogs do you have ?
FN,1,0,0.4825,8,my wife stays home with our kids .
FP,0,1,0.6188,9,that is good . do you volunteer there ?
FP,0,1,0.526,11,do you have a family ? never got to know mine
TP,1,1,0.9139,5,my number is 42 .
FP,0,1,0.8585,13,"a bomber , it is awesome . do you want to take lessons"
TN,0,0,0.4822,7,funny i mean i know that much
TP,1,1,0.7659,9,i am not afraid of what others think .
TP,1,1,0.7381,5,i love to dance .
FP,0,1,0.5706,14,nice ! wish i could go anywhere ! i've been confined to a bed
FP,0,1,0.7468,12,"oh neat , i went there once pre katrina . beautiful city"
FP,0,1,0.8158,8,skiing in the winter is one of mine
FP,0,1,0.6477,5,hi good and you ?
FP,0,1,0.5358,11,oh ok . i hope to be teach 2nd grade soon
TP,1,1,0.6371,10,"hello , i am well , how are you ?"
FP,0,1,0.6866,14,nice . maybe a future hockey player to . i use to play .
FP,0,1,0.7544,9,would you like to move to san francisco ?
FN,1,0,0.1615,17,wonderful . i've a big slice of chocolate cake and i am ready to dig in !
TP,1,1,0.9345,4,i fly airplanes .
TP,1,1,0.5013,10,that is cat like . wow i am confused .
FP,0,1,0.9279,5,yeah do you eat meat
TP,1,1,0.708,7,i am great how are you ?
FN,1,0,0.3458,11,"i do too , are you a man or woman ?"
TN,0,0,0.4664,7,great ! how about with you ?
TP,1,1,0.8173,6,i work for a magazine .
TP,1,1,0.8266,5,i like listening to music
FP,0,1,0.5907,6,hey how are you today ?
TN,0,0,0.3198,8,you have plenty of space for them .
FP,0,1,0.7661,7,cool . chocolate is his favorite .
TP,1,1,0.7976,14,my dog like the night air he just lay on the porch at night
TP,1,1,0.7619,7,i do this mostly and watch football
TN,0,0,0.4356,11,"good , i just finished swimming , how about you ?"
TN,0,0,0.132,16,that's epic ! me and my four sisters would totally do the same thing ! !
FP,0,1,0.6268,14,from your mouth to gods ear . that trophy needs to come home .
FP,0,1,0.7529,13,"i've never driven , so no drive thus , my dog died recently"
TP,1,1,0.9303,5,i m really short .
TP,1,1,0.6261,11,"hello , how are you tonight ? i'm a blonde ."
FP,0,1,0.6974,13,just 2 years . my boss at my bookkeeping job got me started
TP,1,1,0.7791,7,i am in sales . you ?
FN,1,0,0.3372,17,haha . i have a girlfriend . she's the best . she helped me dye it .
TP,1,1,0.5434,9,"i love in hawaii , its beautiful here !"
FN,1,0,0.3396,10,i am in florida but i am orginally from china
TP,1,1,0.9134,9,i am going to be the starting shortstop .
TP,1,1,0.767,6,i love dogs and cats .
FP,0,1,0.5329,20,"its okay . pays the bills . tried to get to the nfl , but it did not happen ."
FP,0,1,0.5015,8,me either . we could go together !
FN,1,0,0.4852,17,well i'm into black everything . so at least it wouldn't show on my black carpet .
TN,0,0,0.1765,10,that would be amazing . have you been before ?
TN,0,0,0.3481,6,that's ok everything in moderation !
TP,1,1,0.8826,12,i have a friend named james who secretly rules the world .
TP,1,1,0.8059,6,i work as a bartender .
FN,1,0,0.3085,16,is that your favorite ? i am so tired i am expecting my first child .
TP,1,1,0.9108,5,i am a lumberjack .
FP,0,1,0.8404,10,hello ! what is your favorite thing to eat ?
FP,0,1,0.6678,12,while singing in the shower i took my findings to the lab
TP,1,1,0.9338,6,i live in a house .
FP,0,1,0.6051,11,"thanks , eating ice cream always make me feel better ."
FP,0,1,0.9054,10,"oh , that's weird . how do you hunt ?"
TP,1,1,0.7958,6,i am a cat person .
TP,1,1,0.817,4,i love children .
TN,0,0,0.4614,7,"you as well , stay safe !"
TP,1,1,0.7643,8,oh that makes swimming hard ? i'm sorry
TP,1,1,0.9032,2,i'm hungry
FP,0,1,0.7118,12,probably dragons . com it was such a long time ago .
TP,1,1,0.8527,6,i love living in texas .
FP,0,1,0.5595,11,great ! i had won an award for spelling bee .
FP,0,1,0.6746,10,you should . so what do you look like ?
TP,1,1,0.8407,5,i have brown hair .
FP,0,1,0.62,12,i route for the greenway packers because my favorite color is green
FP,0,1,0.8399,11,good riddance . any sports ? i've done karate for years
TP,1,1,0.782,10,i'm sorry . is he allergic to shellfish too ?
FP,0,1,0.7389,8,once i lived where i should have died
FP,0,1,0.5262,13,that is also really cool . i was interested in that during college
TN,0,0,0.1606,17,"no problem . well , it definitely sounds more interesting than my real estate office job ."
TP,1,1,0.561,17,"i am worried about the situation in florida . the hurricane , its terrible , you know"
TP,1,1,0.6751,6,i still live at home .
TP,1,1,0.7705,6,i got married last year .
FN,1,0,0.1674,16,that is great . car needs love too . i work as a graphic designer .
TP,1,1,0.6903,14,"i love to laugh ! ! ! and hike and bike , too ."
TN,0,0,0.3948,11,wow that's cool are ou a twin too or just them
FP,0,1,0.9226,16,"my folks don't like it . i dislike my parents , but adore my job ."
TP,1,1,0.7869,7,my father was born in australia .
FN,1,0,0.3407,11,i'm more of a cat person than a dog person .
TP,1,1,0.5581,7,i am also a famous character online
FP,0,1,0.6558,14,that's great . i fish in my free time and enjoy a good burger
FP,0,1,0.7868,15,madonna is my first favorite . do you go to a lot of concerts ?
FP,0,1,0.6726,7,what else would you try to do
FP,0,1,0.6466,10,hi how are you doing let us get friendly .
TP,1,1,0.5548,17,"i work as a teacher so the money is not much , but i like it ."
TP,1,1,0.6952,6,i love chocolate milk shakes .
FP,0,1,0.8747,12,japanese is a hard language to learn . do you like sports
FP,0,1,0.7485,11,i got to go work at the movie theater today .
FP,0,1,0.6107,8,that's cool my mom does the same thing
FP,0,1,0.7224,14,make sure you keep your roots covered ! the beach is so pretty .
FP,0,1,0.6803,3,that's old school
TP,1,1,0.8136,7,i have a cat named speckles .
TP,1,1,0.8214,6,i m scared of clowns .
FP,0,1,0.7926,13,my friend james rules the world in secret and feeds me pudding .
TP,1,1,0.5584,10,i'm going well ! just turned my hair pink !
TP,1,1,0.6557,10,i have a son myself . kids are fun .
FP,0,1,0.6654,7,i don't have fish around here .
FP,0,1,0.5259,16,that's neat . when i was in high school i placed 6th in 100m dash !
FN,1,0,0.4142,21,"hi , i live in houston tx ; its flooded right now , but makes me think of the ocean ."
FP,0,1,0.7639,6,what else do you enjoy ?
TP,1,1,0.8165,7,i use to own 6 cats .
TP,1,1,0.7016,9,i'm the ultimate . the alpha and the omega
TP,1,1,0.722,15,i am ! for my hobby i like to do canning or some whittling .
TP,1,1,0.8069,5,i own a boat .
TP,1,1,0.8644,5,i love hot wings .
TN,0,0,0.3281,16,me either i spend most of my time out in the wood cutting down trees .
FN,1,0,0.3391,16,if i have time outside of hunting and remodeling homes . which is not much !
FP,0,1,0.6654,9,yea we don't live in a very good neighborhood
FP,0,1,0.7587,7,what is your secret that you have
TP,1,1,0.7434,9,i ride my red bike to work everyday .
FP,0,1,0.8367,10,but i can cook really good i enjoy it .
TP,1,1,0.8964,3,i'm young .
FN,1,0,0.3837,16,i am doing well . wedding planning . yay ! 6 more months . you ?
FP,0,1,0.8003,14,"my 2 children love that show , but i would rather be out hunting"
TN,0,0,0.2314,17,"that is great . i can sing , but cooking . . . not my specialty ."
TN,0,0,0.4694,14,oh awesome ! well you guys are all set ! are you married ?
FP,0,1,0.7742,6,is it far far away ?
TP,1,1,0.7269,13,are you vera ? i love library shopping . we aren't alone .
TP,1,1,0.706,10,i recently discovered a new love for indian food .
TP,1,1,0.879,15,"yes , it is a book series by isaac asimov about human like robots ."
TP,1,1,0.8688,6,i never knew my dad .
FP,0,1,0.5673,17,i dress steampunk . my girl and my older brother run around the city like that .
FP,0,1,0.8762,7,"tokyo , my best friend lives there"
TP,1,1,0.8633,7,my parents recently moved to florida .
TN,0,0,0.3765,11,"those are really yummy too , but not my favorite ."
TP,1,1,0.9117,6,i do not understand anything .
TP,1,1,0.7555,20,"at night , i party hard in the atlanta club scene , and i never miss a music festival ."
TP,1,1,0.7915,12,that is a very interesting hobby . i like office supplies .
TP,1,1,0.7412,7,i have an anaconda and a python
FN,1,0,0.1929,17,hi . doing well . sleeping off a girls night out . apple martinis are awesome .
FP,0,1,0.8722,13,i hear you . maybe if we play the stock market well .
FP,0,1,0.8577,8,that's really sweet how old is he ?
TP,1,1,0.853,16,my favorite book i have read twice is twilight . i like old games too .
TP,1,1,0.5446,16,"hello ! how are you ? i'm about to have pizza , i'm excited ! !"
TP,1,1,0.8012,16,i do not read books much just sheet music . i want to be a singer
TP,1,1,0.7368,17,no i am scared of needles . i just got the iphone but a later model .
TP,1,1,0.7185,13,i also enjoy other rap artists too . i like them also .
FP,0,1,0.7751,15,i m good i m going to going to my private school high school later
TP,1,1,0.5893,9,oh that's great i like to spend time drawing
TP,1,1,0.6841,14,"what is your ethnicity ? i'm white , and my hair is brown ."
TP,1,1,0.5488,8,how is you night going so far ?
TP,1,1,0.874,9,i like the tv show the walking dead .
FP,0,1,0.5553,18,do you have any dreams ? i hope to compete professionally or qualify for an event one day
TP,1,1,0.856,5,i do not drive .
FP,0,1,0.8758,12,oh just let them drive . they love my rock stations .
TP,1,1,0.7586,16,i play it in my freetime . i'm an aspiring singer so hoping to become famous
TN,0,0,0.3966,13,very cool . thanks for the chat . have a great day .
TP,1,1,0.8078,19,i do not . but i do have a favorite meat since that is all i eat exclusively .
TN,0,0,0.3972,16,"oh , she works for the man . two by two , hands of blue ?"
TP,1,1,0.6363,6,i make videos about makeup .
FP,0,1,0.6626,11,"if i had him , i'd play soccer with him ."
TP,1,1,0.9357,4,i teach kindergarten .
TP,1,1,0.8532,9,"i like that , also . all pizza ."
TP,1,1,0.6425,13,i do ! i am only on season 3 so far though .
TP,1,1,0.8216,8,i love chocolate cake with extra frosting .
TP,1,1,0.7325,8,my suspenders sometimes make my shoulders hurt .
FP,0,1,0.5385,8,"hey , what are you up to ?"
FP,0,1,0.8877,6,i was writing to my grandchildren
FP,0,1,0.6705,16,lol definitely ! i just dyed my hair mermaid purple from free samples at my salon
TP,1,1,0.7154,11,never been there . i heard they are very friendly people
TP,1,1,0.8027,8,i am alright do you like music ?
TP,1,1,0.6964,10,of course . i love to listen to rock .
FN,1,0,0.1955,17,i am okay . i was prepping dinner and stopped to complete a couple of hits .
TP,1,1,0.8155,5,i've two siberian huskies .
TN,0,0,0.3177,14,that's so cool . how do you like to spend your free time ?
TP,1,1,0.7756,11,"me , i love dogs , so walking them is fun"
FP,0,1,0.6304,6,yeah i will during the holidays
FP,0,1,0.6238,11,"my wife showed me that , she makes me smile ."
TP,1,1,0.6193,10,i love to cook for my family and friends .
TP,1,1,0.7962,8,i'm max . i live in oregon .
FN,1,0,0.3157,15,everything ! i am actually manly . but i've a secret i am hiding .
TP,1,1,0.9462,5,i'm seven years old .
FP,0,1,0.8949,11,i've a black iphone . apple makes such fantastic products .
TP,1,1,0.8628,5,i like free diving .
TN,0,0,0.0881,18,yessir . well i gotta go take care of my animals now so i will see ya later
TP,1,1,0.8466,11,i am basically 22 and recently started eating indian food .
TP,1,1,0.6962,15,"it is my universe , and everyone else is just a character in it ."
FP,0,1,0.5702,8,good afternoon . how are you today ?
TN,0,0,0.357,9,oh that takes a while better go soon .
TP,1,1,0.563,15,"i love making boats in my spare time on weekends , what about you ?"
TP,1,1,0.8099,10,"hello my name is sally , i am a baker"
TP,1,1,0.8283,5,i like horseback riding .
FN,1,0,0.3343,13,"i'm good , getting ready to head to the bookstore where i work"
FP,0,1,0.9117,16,but sometimes i fly to them since my father is a pilot for a major airline
TP,1,1,0.8733,14,i bumped my head on a door frame because i'm 6 foot tall .
TP,1,1,0.7795,15,i agree and hopefully my kid likes horses . i have one named beauty .
FP,0,1,0.8246,5,what do you do ?
FN,1,0,0.4391,14,what are you up to today ? i'm going to the race track .
FP,0,1,0.6469,13,sounds like a lot of work ! do they have any pets ?
FP,0,1,0.8204,8,hi there ! do you watch got ?
FP,0,1,0.7309,6,what job do you have ?
FP,0,1,0.7183,16,it was . it was so warm though that it melted my cheese i was eating
TP,1,1,0.8679,6,i love watching superheroes shows .
FN,1,0,0.4211,14,wow thanks for your service i am a trauma doctor at las vegas general
FP,0,1,0.5959,5,hey how are you doing
TP,1,1,0.7133,13,cat and dog makes a fun household . i am watching anime .
FP,0,1,0.8567,15,on a teacher salary and cop salary international travel can be out of the budget
TP,1,1,0.5809,10,hello . i'm jake . nice to meet you .
TP,1,1,0.9172,5,i am in college .
FN,1,0,0.1673,18,that is great . how old are you ? i am a woman and a little older .
FP,0,1,0.5251,12,maybe we can going fishing and i can cook for you .
TP,1,1,0.8518,13,"well not too much crime there , but a lot of people ."
TP,1,1,0.8367,14,"no , i'm home schooled i do not leave the house i live in"
FP,0,1,0.8647,11,parents can be a bummer . you live with them ?
TP,1,1,0.5836,5,my name is omar .
TP,1,1,0.8156,13,i am weird i like pineapple and ham on mine . pepperoni sometimes
TP,1,1,0.6074,12,i'm going to listen to some rock today how are you ?
TP,1,1,0.7544,5,i'm an aspiring singer .
TP,1,1,0.8421,9,my favorite pass time is gazing at clouds .
TP,1,1,0.7883,16,bobby and billie . i got them at the shelter i like to donate time to
TP,1,1,0.7253,9,i like to make boats on the weekends .
TP,1,1,0.7974,7,i working in a publishing building .
FP,0,1,0.5428,9,hey there bro . how is it going ?
FP,0,1,0.8377,12,"cool , i do not think my middle school had cheerleaders ."
TP,1,1,0.8906,8,i eat lots of pancakes and syrup .
TP,1,1,0.5509,11,that's quite a trip i am saving to go to paris
FN,1,0,0.3517,13,i think so ! its hard to see where i am going sometimes
TP,1,1,0.5821,16,hello . i'm sad so i'm eating ice cream . what are you up to ?
FP,0,1,0.8308,8,ireland and australia are my go to places
TP,1,1,0.9044,5,i like to party .
FP,0,1,0.574,8,lol really ? what was the joke ?
TN,0,0,0.2204,10,that is so nice ! i wish you luck .
FP,0,1,0.5652,14,"not much , just seen both my children off to school , you ?"
FN,1,0,0.398,17,"of course . i hate to admit this , but i am a college drop out ."
TP,1,1,0.5045,15,"hi , i'm doing good . just enjoying my favorite food , spaghetti and meatballs"
FP,0,1,0.7246,10,"lol , oh i see , taught you own it"
FP,0,1,0.772,9,were u the coach or more of an assistant
FP,0,1,0.7264,12,but all i wanted to be really is have my own band
TN,0,0,0.463,15,"the revelation came to me in the shower yes , what is your name ?"
TP,1,1,0.8513,8,sometimes i volunteer at an urban farm .
TN,0,0,0.4784,11,that's a neat name . read any good books lately ?
TN,0,0,0.3836,16,"oh okay , totally . so do i , but i get paid for it ."
FN,1,0,0.4803,8,i'm doing well . how are you ?
TP,1,1,0.8043,5,i love iced tea .
FN,1,0,0.4306,19,"do you have time to eat enough , being so busy ? i love to eat . clot ."
TN,0,0,0.4194,11,i agree . what do you do for a living ?
TP,1,1,0.83,18,he recently just wrote a book on time travel . mostly fiction . where do you live ?
TP,1,1,0.8009,11,"when i've nothing else to do , i read books ."
FP,0,1,0.6881,14,live . moved there about ten years ago for a computer tech job .
FP,0,1,0.6785,15,well if the pudding tastes good and james can handle you . . . .
TP,1,1,0.8583,14,"i cut down trees very fast , because i have a large ax ."
TP,1,1,0.8098,8,i prefer mojitos . watermelon or cucumber .
FP,0,1,0.6189,6,pretty good just got off work
FP,0,1,0.8841,9,"very nice , any sports that you play ?"
FP,0,1,0.8044,11,"san francisco , lots of nice hills to go running on"
FN,1,0,0.2249,19,accident . so i just stay in bed . good thing i work from home ! . you ?
TN,0,0,0.4148,9,"very nice , how did you do that ?"
FN,1,0,0.2639,19,"lol . i am shy , anything to break the ice , and i am a beatles fan ."
TP,1,1,0.6362,13,i am from the united states i live in jersey and you ?
TP,1,1,0.7051,11,i am great thanks . do you have a nickname ?
TP,1,1,0.8437,7,i come from a small town .
TP,1,1,0.903,7,i work at a comic book store
TP,1,1,0.7936,4,i'm a vegetarian .
TP,1,1,0.8505,7,i still live with my parents .
FP,0,1,0.7982,14,"i personally like any eat or pasta , keep me away from veggies though"
TP,1,1,0.6007,20,"for sure ! do you have any other hobbies ? i am in a jazz band , i play piano"
FP,0,1,0.7381,6,oh no why is that ?
TP,1,1,0.5117,11,"me too , i work at the bank in my neighborhood"
FP,0,1,0.7207,10,exercise is great . i get my exercise by partying
TP,1,1,0.5865,9,i am good and i hope you are too
FP,0,1,0.8741,5,are you from japan ?
FP,0,1,0.725,16,that is amazing what kind of snakes are they ? we have one in our class
TP,1,1,0.9478,8,i go to a private high school .
FN,1,0,0.4686,17,"i am a member of four book clubs , the pta , and two bunch groups ."
FP,0,1,0.884,12,i was refering to bears and i drive to go get sunfish
TN,0,0,0.3027,18,ugh i wish . my wedding is in 6 months . ferrari has to wait . . .
TP,1,1,0.872,5,i like to watch kids
TP,1,1,0.9058,10,some really prolific comic book writers i collect those too
TP,1,1,0.6194,12,"i'm sitting here listening to pearl jam , my favorite band ."
FP,0,1,0.5726,17,i did too . i do not get along with mine . they have no class .
TP,1,1,0.5565,14,i play the drums every now and again too . what is larp ?
TP,1,1,0.785,5,i like my job .
FP,0,1,0.8653,11,"i wanna go to the city one day , never been"
FP,0,1,0.7445,13,the only thing i've is my dog his name is won won lol
FP,0,1,0.7634,10,i understand that . my church has a pantry .
TN,0,0,0.2807,14,i'd if i could but i got to watch jimmy fallon its my fav
TP,1,1,0.8564,7,i'm a nurse who teaches nutrition classes
TP,1,1,0.8144,10,i have not heard of those . science based ?
FN,1,0,0.3284,13,"i'd not know , i have never been out of the us ."
TP,1,1,0.7151,14,i love red . i also like to jog in my free time .
FP,0,1,0.5189,12,that is nice my boss at the grocery store is nice too
TP,1,1,0.7617,13,what do you do for a living ? i am in texas .
